2024-03-25 12:52:03.172  INFO 21184 --- [main] com.shou.hpsys.HpsysApplication          : Starting HpsysApplication using Java 1.8.0_402 on HYH with PID 21184 (E:\PROGRAM_SAVE\IDEA\hpsys\target\classes started by 27121 in E:\PROGRAM_SAVE\IDEA\hpsys)
2024-03-25 12:52:03.253  INFO 21184 --- [main] com.shou.hpsys.HpsysApplication          : The following 1 profile is active: "dev"
2024-03-25 12:52:06.833  INFO 21184 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode!
2024-03-25 12:52:06.837  INFO 21184 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-03-25 12:52:06.933  INFO 21184 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 42 ms. Found 0 Redis repository interfaces.
2024-03-25 12:52:09.934  INFO 21184 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 82 (http)
2024-03-25 12:52:10.005  INFO 21184 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2024-03-25 12:52:10.006  INFO 21184 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.60]
2024-03-25 12:52:10.629  INFO 21184 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2024-03-25 12:52:10.629  INFO 21184 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 7228 ms
2024-03-25 12:52:11.882  INFO 21184 --- [main] c.a.d.s.b.a.DruidDataSourceAutoConfigure : Init DruidDataSource
2024-03-25 12:52:13.873  INFO 21184 --- [main] com.alibaba.druid.pool.DruidDataSource   : {dataSource-1} inited
2024-03-25 12:52:15.820  INFO 21184 --- [main] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page: class path resource [static/index.html]
2024-03-25 12:52:15.977  INFO 21184 --- [main] com.fhs.common.spring.SpringContextUtil  : ------SpringContextUtil setApplicationContext-------
2024-03-25 12:52:16.999  INFO 21184 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 82 (http) with context path ''
2024-03-25 12:52:17.353  INFO 21184 --- [main] com.shou.hpsys.HpsysApplication          : Started HpsysApplication in 18.606 seconds (JVM running for 27.544)
2024-03-25 12:52:17.362  INFO 21184 --- [main] com.shou.hpsys.HpsysApplication          : >>> HPSYSAPPLICATION STARTING SUCCESS
2024-03-25 12:52:49.841  INFO 21184 --- [http-nio-82-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-03-25 12:52:49.842  INFO 21184 --- [http-nio-82-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2024-03-25 12:52:49.848  INFO 21184 --- [http-nio-82-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 5 ms
2024-03-25 12:52:49.951  INFO 21184 --- [http-nio-82-exec-1] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:56:29.053  INFO 21184 --- [http-nio-82-exec-5] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:56:30.836  WARN 21184 --- [http-nio-82-exec-5] c.a.druid.pool.DruidAbstractDataSource   : discard long time none received connection. , jdbcUrl : jdbc:mysql://127.0.0.1:3306/hpsys?characterEncoding=utf8&serverTimezone=Asia/Shanghai&useUnicode=true, version : 1.2.8, lastPacketReceivedIdleMillis : 217878
2024-03-25 12:56:30.840  WARN 21184 --- [http-nio-82-exec-5] c.a.druid.pool.DruidAbstractDataSource   : discard long time none received connection. , jdbcUrl : jdbc:mysql://127.0.0.1:3306/hpsys?characterEncoding=utf8&serverTimezone=Asia/Shanghai&useUnicode=true, version : 1.2.8, lastPacketReceivedIdleMillis : 257004
2024-03-25 12:56:30.844  WARN 21184 --- [http-nio-82-exec-5] c.a.druid.pool.DruidAbstractDataSource   : discard long time none received connection. , jdbcUrl : jdbc:mysql://127.0.0.1:3306/hpsys?characterEncoding=utf8&serverTimezone=Asia/Shanghai&useUnicode=true, version : 1.2.8, lastPacketReceivedIdleMillis : 257027
2024-03-25 12:56:30.847  WARN 21184 --- [http-nio-82-exec-5] c.a.druid.pool.DruidAbstractDataSource   : discard long time none received connection. , jdbcUrl : jdbc:mysql://127.0.0.1:3306/hpsys?characterEncoding=utf8&serverTimezone=Asia/Shanghai&useUnicode=true, version : 1.2.8, lastPacketReceivedIdleMillis : 257050
2024-03-25 12:56:30.850  WARN 21184 --- [http-nio-82-exec-5] c.a.druid.pool.DruidAbstractDataSource   : discard long time none received connection. , jdbcUrl : jdbc:mysql://127.0.0.1:3306/hpsys?characterEncoding=utf8&serverTimezone=Asia/Shanghai&useUnicode=true, version : 1.2.8, lastPacketReceivedIdleMillis : 257104
2024-03-25 12:57:07.900  INFO 21184 --- [http-nio-82-exec-8] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.039  INFO 21184 --- [http-nio-82-exec-10] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.080  INFO 21184 --- [http-nio-82-exec-1] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.097  INFO 21184 --- [http-nio-82-exec-4] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.126  INFO 21184 --- [http-nio-82-exec-6] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.156  INFO 21184 --- [http-nio-82-exec-8] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.185  INFO 21184 --- [http-nio-82-exec-10] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.208  INFO 21184 --- [http-nio-82-exec-1] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.226  INFO 21184 --- [http-nio-82-exec-4] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.239  INFO 21184 --- [http-nio-82-exec-6] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.259  INFO 21184 --- [http-nio-82-exec-8] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.273  INFO 21184 --- [http-nio-82-exec-10] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.288  INFO 21184 --- [http-nio-82-exec-1] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.301  INFO 21184 --- [http-nio-82-exec-4] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.329  INFO 21184 --- [http-nio-82-exec-6] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.347  INFO 21184 --- [http-nio-82-exec-8] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.367  INFO 21184 --- [http-nio-82-exec-10] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.386  INFO 21184 --- [http-nio-82-exec-1] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.408  INFO 21184 --- [http-nio-82-exec-4] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.428  INFO 21184 --- [http-nio-82-exec-6] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.442  INFO 21184 --- [http-nio-82-exec-8] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.456  INFO 21184 --- [http-nio-82-exec-10] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.469  INFO 21184 --- [http-nio-82-exec-1] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.484  INFO 21184 --- [http-nio-82-exec-4] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.497  INFO 21184 --- [http-nio-82-exec-6] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.524  INFO 21184 --- [http-nio-82-exec-8] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.543  INFO 21184 --- [http-nio-82-exec-10] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.564  INFO 21184 --- [http-nio-82-exec-1] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.586  INFO 21184 --- [http-nio-82-exec-4] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.605  INFO 21184 --- [http-nio-82-exec-6] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.625  INFO 21184 --- [http-nio-82-exec-8] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
2024-03-25 12:57:08.639  INFO 21184 --- [http-nio-82-exec-10] com.shou.hpsys.config.WebMvcConfigure    : >>> 请求path=/user/page  提交token=yP9t9jDfuxDkpa52gauhFYNwK8fADHxQ
